code	english_name	vietnamese_name
R599	Enlarged lymph nodes, unspecified	Hạch to, không đặc hiệu
R600	Localized edema	Phù khu trú
R601	Generalized edema	Phù toàn thể
R609	Edema, unspecified	Phù không đặc hiệu
R620	Delayed milestone in childhood	Chậm đạt các mốc phát triển
R627	Adult failure to thrive	Người lớn không phát triển được
R630	Anorexia	Chán ăn
R631	Polydipsia	Chứng khát nước nhiều
R632	Polyphagia	Chứng ăn nhiều
R633	Feeding difficulties	Khó khăn khi cho ăn và quản lý kém
R634	Abnormal weight loss	Giảm cân bất thường
R635	Abnormal weight gain	Tăng cân bất thường
R636	Underweight	 Thiếu ăn và uống
R638	Other symptoms and signs concerning food and fluid intake	Triệu chứng khác liên quan đến thức ăn và dịch đưa vào cơ thể
R680	Hypothermia, not associated with low environmental temperature	Hạ thân nhiệt, không liên quan đến nhiệt độ môi trường thấp
R682	Dry mouth, unspecified	Miệng khô không đặc hiệu
R683	Clubbing of fingers	Chứng ngón tay hình dùi trống
R700	Elevated erythrocyte sedimentation rate	Tăng độ lắng hồng cầu
R701	Abnormal plasma viscosity	Bất thường độ nhớt huyết tương
R710	Precipitous drop in hematocrit	Giảm đột ngột hematocrit
R718	Other abnormality of red blood cells	Bất thường khác của hồng cầu
R739	Hyperglycemia, unspecified	Tăng đường huyết, không đặc hiệu
R740	Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]	Tăng mức men transaminase và men acid lactic dehydrogenase (LDH)
R748	Abnormal levels of other serum enzymes	Các bất thường nồng độ enzym huyết thanh khác
R749	Abnormal serum enzyme level, unspecified	Bất thường nồng độ của enzym huyết thanh không xác định
R760	Raised antibody titer	Tăng chuẩn độ kháng thể
R768	Other specified abnormal immunological findings in serum	Các kết quả miễn dịch bất thường đặc hiệu khác của huyết thanh
R769	Abnormal immunological finding in serum, unspecified	Phát hiện miễn dịch bất thường trong huyết thanh, không đặc hiệu
R770	Abnormality of albumin	Bất thường của albumin
R771	Abnormality of globulin	Bất thường của globulin
R772	Abnormality of alphafetoprotein	Bất thường của alphafetoprotein
R778	Other specified abnormalities of plasma proteins	Bất thường đặc hiệu khác của protein huyết tương
R779	Abnormality of plasma protein, unspecified	Bất thường của protein huyết tương, không đặc hiệu
R780	Finding of alcohol in blood	Phát hiện có cồn trong máu
R781	Finding of opiate drug in blood	Phát hiện các chế phẩm thuốc phiện trong máu
R782	Finding of cocaine in blood	Phát hiện cocain trong máu
R783	Finding of hallucinogen in blood	Phát hiện chất gây ảo giác trong máu
R784	Finding of other drugs of addictive potential in blood	 Phát hiện các chất khác có khả năng gây nghiện trong máu
R785	Finding of other psychotropic drug in blood	Phát hiện các chất hướng thần trong máu
R786	Finding of steroid agent in blood	Phát hiện chất stieroid trong máu
R789	Finding of unspecified substance, not normally found in blood	Phát hiện chất không xác định mà bình thường không có trong máu
R790	Abnormal level of blood mineral	Bất thường nồng độ khoáng chất trong máu
R791	Abnormal coagulation profile	Hồ sơ đông máu bất thường
R799	Abnormal finding of blood chemistry, unspecified	Phát hiện bất thường về hoá sinh máu, không đặc hiệu
R800	Isolated proteinuria	Protein niệu riêng lẻ
R801	Persistent proteinuria, unspecified	Protein niệu dai dẳng, không xác định
R802	Orthostatic proteinuria, unspecified	Protein niệu tư thế đứng, không xác định
R803	Bence Jones proteinuria	Protein niệu Bence Jones
R808	Other proteinuria	Protein niệu khác
R809	Proteinuria, unspecified	Protein niệu, không xác định
R820	Chyluria	Dưỡng chấp niệu
R821	Myoglobinuria	Myoglobin niệu
R822	Biliuria	Đái sắc tố mật
R823	Hemoglobinuria	Haemoglobin niệu
R824	Acetonuria	Aceton niệu
R825	Elevated urine levels of drugs, medicaments and biological substances	Nồng độ tăng cao trong nước tiểu của thuốc, dược phẩm và chất sinh học
R826	Abnormal urine levels of substances chiefly nonmedicinal as to source	Nồng độ bất thường của các chất không phải là thuốc điều trị
R827	Abnormal findings on microbiological examination of urine	Các phát hiện bất thường về xét nghiệm vi khuẩn trong nước tiểu
R830	Abnormal level of enzymes in cerebrospinal fluid	Các phát hiện bất thường về xét nghiệm dịch não tuỷ: nồng độ bất thường của men
R831	Abnormal level of hormones in cerebrospinal fluid	Các phát hiện bất thường về xét nghiệm dịch não tuỷ: nồng độ bất thường của hormon
R832	Abnormal level of other drugs, medicaments and biological substances in cerebrospinal fluid	Các phát hiện bất thường về xét nghiệm dịch não tuỷ: nồng đô bất thường của thuốc, dược phẩm và chất sinh học
R833	Abnormal level of substances chiefly nonmedicinal as to source in cerebrospinal fluid	 Các phát hiện bất thường về xét nghiệm dịch não tuỷ: nồng độ bất thường của các chất không phải là thuốc điều trị
R834	Abnormal immunological findings in cerebrospinal fluid	Các phát hiện bất thường về xét nghiệm dịch não tuỷ: bất thường về miễn dịch
R835	Abnormal microbiological findings in cerebrospinal fluid	Các phát hiện bất thường về xét nghiệm dịch não tuỷ: bất thường về vi sinh
R836	Abnormal cytological findings in cerebrospinal fluid	Các phát hiện bất thường về xét nghiệm dịch não tuỷ: bất thường về tế bào
R838	Other abnormal findings in cerebrospinal fluid	Các phát hiện bất thường về xét nghiệm dịch não tuỷ: bất thường khác
R839	Unspecified abnormal finding in cerebrospinal fluid	Các phát hiện bất thường về xét nghiệm dịch não tuỷ: bất thường không xác định
R840	Abnormal level of enzymes in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: nồng độ bất thường về men
R841	Abnormal level of hormones in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: nồng độ bất thường của hormon
R842	Abnormal level of other drugs, medicaments and biological substances in specimens from respiratory organs and thorax	Các phát hiện bất thường trong dịch não tuỷ: nồng độ bất thường của thuốc, dược phẩm và chất sinh học
R843	Abnormal level of substances chiefly nonmedicinal as to source in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: nồng độ bất thường của các chất không phải là thuốc điều trị
R844	Abnormal immunological findings in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: bất thường về các chất khác
R845	Abnormal microbiological findings in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: bất thường về vi sinh
R846	Abnormal cytological findings in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: bất thường về tế bào
R847	Abnormal histological findings in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: bất thường về mô
R848	Other abnormal findings in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: bất thường khác
R849	Unspecified abnormal finding in specimens from respiratory organs and thorax	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và lồng ngực: bất thường không xác định
R850	Abnormal level of enzymes in specimens from digestive organs and abdominal cavity	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng: nồng độ bất thường của men
R851	Abnormal level of hormones in specimens from digestive organs and abdominal cavity	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng: nồng độ bất thường của hormon
R852	Abnormal level of other drugs, medicaments and biological substances in specimens from digestive organs and abdominal cavity	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng: nồng độ bất thường của thuốc, dược phẩm và chất sinh học
R853	Abnormal level of substances chiefly nonmedicinal as to source in specimens from digestive organs and abdominal cavity	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng: nồng độ bất thường của các chất không phải là thuốc điều trị
R854	Abnormal immunological findings in specimens from digestive organs and abdominal cavity	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng: bất thường về miễn dịch
R855	Abnormal microbiological findings in specimens from digestive organs and abdominal cavity	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng: bất thường về vi sinh
R857	Abnormal histological findings in specimens from digestive organs and abdominal cavity	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng: bất thường về mô
R859	Unspecified abnormal finding in specimens from digestive organs and abdominal cavity	Các phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hoá và ổ bụng: bất thường không xác định
R860	Abnormal level of enzymes in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: nồng độ bất thường của men
R861	Abnormal level of hormones in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: nồng độ bất thường của hormon
R862	Abnormal level of other drugs, medicaments and biological substances in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: nồng độ bất thường của thuốc, dược phẩm và chất sinh học khác
R863	Abnormal level of substances chiefly nonmedicinal as to source in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: nồng độ bất thường của các chất không phải là thuốc điều trị
R864	Abnormal immunological findings in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: bất thường về miễn dịch
R865	Abnormal microbiological findings in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: bất thường về vi sinh
R866	Abnormal cytological findings in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: bất thường về tế bào
R867	Abnormal histological findings in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: bất thường về mô
R868	Other abnormal findings in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: bất thường khác
R869	Unspecified abnormal finding in specimens from male genital organs	Các phát hiện bất thường trong mẫu vật của cơ quan sinh dục nam: bất thường không xác định
R870	Abnormal level of enzymes in specimens from female genital organs	Mức độ enzyme bất thường trong mẫu vật từ cơ quan sinh dục nữ
R871	Abnormal level of hormones in specimens from female genital organs	Các phát hiện bất thường trong bệnh phẩm của cơ quan sinh dục nữ: nồng độ bất thường của hormon
R872	Abnormal level of other drugs, medicaments and biological substances in specimens from female genital organs	Các phát hiện bất thường trong bệnh phẩm của cơ quan sinh dục nữ: nồng độ bất thường của thuốc, dược phẩm và chất sinh học
R873	Abnormal level of substances chiefly nonmedicinal as to source in specimens from female genital organs	Các phát hiện bất thường trong bệnh phẩm của cơ quan sinh dục nữ: nồng độ bất thường của thuốc, dược phẩm và chất sinh học khác
R874	Abnormal immunological findings in specimens from female genital organs	Các phát hiện bất thường trong bệnh phẩm của cơ quan sinh dục nữ: bất thường về miễn dịch
R875	Abnormal microbiological findings in specimens from female genital organs	Các phát hiện bất thường trong bệnh phẩm của cơ quan sinh dục nữ: bất thường về vi sinh
R877	Abnormal histological findings in specimens from female genital organs	Các phát hiện bất thường trong bệnh phẩm của cơ quan sinh dục nữ: bất thường về mô
R879	Unspecified abnormal finding in specimens from female genital organs	Các phát hiện bất thường trong bệnh phẩm của cơ quan sinh dục nữ: bất thường không xác định
R880	Cloudy (hemodialysis) (peritoneal) dialysis effluent	Nước thải thẩm phân (thẩm phân máu) (màng bụng) đục
R888	Abnormal findings in other body fluids and substances	Phát hiện bất thường trong các chất dịch và chất khác của cơ thể
R890	Abnormal level of enzymes in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: nồng độ bất thường của men
R891	Abnormal level of hormones in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: nồng độ bất thường của hormon
R892	Abnormal level of other drugs, medicaments and biological substances in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: nồng độ bất thường của thuốc, dược phẩm và chất sinh học
R893	Abnormal level of substances chiefly nonmedicinal as to source in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: nồng độ bất thường của các chất không phải là thuốc điều trị
R894	Abnormal immunological findings in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: bất thường về miễn dịch
R895	Abnormal microbiological findings in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: bất thường về vi sinh
R896	Abnormal cytological findings in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: bất thường về tế bào
R897	Abnormal histological findings in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: bất thường về mô
R898	Other abnormal findings in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: bất thường khác
R899	Unspecified abnormal finding in specimens from other organs, systems and tissues	Các phát hiện bất thường trong mẫu vật của các cơ quan, hệ thống và mô khác: bất thường không xác định
R900	Intracranial space-occupying lesion found on diagnostic imaging of central nervous system	Tổn thương choán chỗ nội sọ
R911	Solitary pulmonary nodule	Nốt phổi đơn độc
R918	Other nonspecific abnormal finding of lung field	Phát hiện bất thường không đặc hiệu khác của trường phổi
R920	Mammographic microcalcification found on diagnostic imaging of breast	Phát hiện vi vôi hóa chụp nhũ ảnh trên hình ảnh chẩn đoán vú
R921	Mammographic calcification found on diagnostic imaging of breast	Phát hiện vôi hóa chụp nhũ ảnh trên hình ảnh chẩn đoán vú
R922	Inconclusive mammogram	Chụp nhũ ảnh không kết luận
R928	Other abnormal and inconclusive findings on diagnostic imaging of breast	Phát hiện bất thường và không kết luận khác trên hình ảnh chẩn đoán vú
R930	Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified	Các phát hiện bất thường về chẩn đoán hình ảnh của xương sọ và đầu, không phân loại nơi khác
R931	Abnormal findings on diagnostic imaging of heart and coronary circulation	Các phát hiện bất thường về chẩn đoán hình ảnh của tim và mạch vành, không đặc hiệu
R932	Abnormal findings on diagnostic imaging of liver and biliary tract	Các phát hiện bất thường về chẩn đoán hình ảnh của gan và đường dẫn mật
R933	Abnormal findings on diagnostic imaging of other parts of digestive tract	Các phát hiện bất thường về chẩn đoán hình ảnh của các phần khác của đường tiêu hoá
R934	Abnormal findings on diagnostic imaging of urinary organs	Các phát hiện bất thường về chẩn đoán hình ảnh của cơ quan tiết niệu
R935	Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum	Các phát hiện bất thường về chẩn đoán hình ảnh của vùng bụng khác, kể cả khoang sau màng bụng
R936	Abnormal findings on diagnostic imaging of limbs	Các phát hiện bất thường về chẩn đoán hình ảnh của các chi
R937	Abnormal findings on diagnostic imaging of other parts of musculoskeletal system	Các phát hiện bất thường về chẩn đoán hình ảnh của các phần khác của hệ xương
R938	Abnormal findings on diagnostic imaging of other specified body structures	Các phát hiện bất thường về chẩn đoán hình ảnh của các cấu trúc cơ thể xác định khác
R939	Diagnostic imaging inconclusive due to excess body fat of patient	Chụp chẩn đoán không kết luận do lượng mỡ thừa trong cơ thể của bệnh nhân
R942	Abnormal results of pulmonary function studies	Kết quả bất thường về thăm dò chức năng phổi
R944	Abnormal results of kidney function studies	Kết quả bất thường về thăm dò chức năng thận
R945	Abnormal results of liver function studies	Kết quả bất thường về thăm dò chức năng gan
R946	Abnormal results of thyroid function studies	Kết quả bất thường về thăm dò chức năng tuyến giáp
R947	Abnormal results of other endocrine function studies	Kết quả bất thường về thăm dò chức năng nội tiết khác
R948	Abnormal results of function studies of other organs and systems	Kết quả bất thường về thăm dò chức năng các cơ quan và hệ thống khác
R970	Elevated carcinoembryonic antigen [CEA]	Kháng nguyên phôi thai ung thư [CEA] tăng cao
R971	Elevated cancer antigen 125 [CA 125]	Kháng nguyên ung thư 125 [CA 125] tăng cao
R972	Elevated prostate specific antigen [PSA]	Kháng nguyên đặc hiệu tuyến tiền liệt [PSA] tăng cao
R978	Other abnormal tumor markers	Các dấu hiệu khối u bất thường khác
T300	Burn of unspecified body region, unspecified degree	Bỏng ở vùng cơ thể không xác định, mức độ không xác định
T304	Corrosion of unspecified body region, unspecified degree	Ăn mòn ở vùng cơ thể không xác định, mức độ không xác định
T310	Burns involving less than 10% of body surface	Bỏng liên quan đến ít hơn 10% bề mặt cơ thể
T320	Corrosions involving less than 10% of body surface	Ăn mòn liên quan đến ít hơn 10% bề mặt cơ thể
T784	Allergy, unspecified	Dị ứng không xác định
T865	Complications of stem cell transplant	Biến chứng của ghép tế bào gốc
T872	Complications of other reattached body part	Biến chứng nối lại phần của cơ thể
T879	Unspecified complications of amputation stump	Biến chứng không xác định của cắt cụt chi
T887	Unspecified adverse effect of drug or medicament	Tác dụng phụ không xác định của thuốc hoặc dược phẩm
U070	Vaping-related disorder	Rối loạn liên quan sử dụng thuốc lá điện tử
U071	COVID-19	COVID- 19, xác định có vi rút
U099	Post COVID-19 condition, unspecified	Bệnh lý sau khỏi COVID- 19, không xác định
Y076	Multiple perpetrators of maltreatment and neglect	Nhiều thủ phạm ngược đãi và bỏ bê
Y079	Unspecified perpetrator of maltreatment and neglect	Thủ phạm không xác định ngược đãi và bỏ bê
Y620	Failure of sterile precautions during surgical operation	Không thực hiện các biện pháp phòng ngừa vô trùng trong quá trình phẫu thuật hoạt động
Y621	Failure of sterile precautions during infusion or transfusion	Không thực hiện các biện pháp phòng ngừa vô trùng trong quá trình truyền dịch hoặc truyền máu
Y622	Failure of sterile precautions during kidney dialysis and other perfusion	Không thực hiện các biện pháp phòng ngừa vô trùng trong quá trình thẩm phân thận và các quá trình truyền dịch khác
Y623	Failure of sterile precautions during injection or immunization	Không thực hiện các biện pháp phòng ngừa vô trùng trong quá trình tiêm hoặc tiêm chủng
Y624	Failure of sterile precautions during endoscopic examination	Không tuân thủ các biện pháp phòng ngừa vô trùng trong quá trình nội soi
Y625	Failure of sterile precautions during heart catheterization	Không tuân thủ các biện pháp phòng ngừa vô trùng trong quá trình thông tim
Y626	Failure of sterile precautions during aspiration, puncture and other catheterization	Không tuân thủ các biện pháp phòng ngừa vô trùng trong quá trình hút, chọc dò và các quá trình thông tim khác
Y628	Failure of sterile precautions during other surgical and medical care	Không tuân thủ các biện pháp phòng ngừa vô trùng trong quá trình chăm sóc y tế và phẫu thuật khác
Y629	Failure of sterile precautions during unspecified surgical and medical care	Không tuân thủ các biện pháp phòng ngừa vô trùng trong quá trình chăm sóc y tế và phẫu thuật không xác định
Y630	Excessive amount of blood or other fluid given during transfusion or infusion	Lượng máu hoặc dịch truyền khác quá nhiều trong quá trình truyền hoặc truyền dịch
Y631	Incorrect dilution of fluid used during infusion	Pha loãng dịch truyền không đúng cách
Y632	Overdose of radiation given during therapy	Quá liều bức xạ trong quá trình điều trị
Y633	Inadvertent exposure of patient to radiation during medical care	Bệnh nhân vô tình tiếp xúc với bức xạ trong quá trình chăm sóc y tế
Y634	Failure in dosage in electroshock or insulin-shock therapy	Không tuân thủ liều lượng trong liệu pháp sốc điện hoặc sốc insulin
Y635	Inappropriate temperature in local application and packing	Nhiệt độ không phù hợp khi bôi và đóng gói tại chỗ
Y636	Underdosing and nonadministration of necessary drug, medicament or biological substance	Không đủ liều và không sử dụng thuốc, dược phẩm hoặc chất sinh học cần thiết
Y638	Failure in dosage during other surgical and medical care	Không tuân thủ liều lượng trong quá trình chăm sóc y tế và phẫu thuật khác
Y639	Failure in dosage during unspecified surgical and medical care	Không tuân thủ liều lượng trong quá trình chăm sóc y tế và phẫu thuật không xác định
Y640	Contaminated medical or biological substance, transfused or infused	Chất y tế hoặc chất sinh học bị nhiễm bẩn, truyền hoặc truyền
Y641	Contaminated medical or biological substance, injected or used for immunization	Chất y tế hoặc chất sinh học bị nhiễm bẩn, tiêm hoặc sử dụng để tiêm chủng
Y648	Contaminated medical or biological substance administered by other means	Chất y tế hoặc chất sinh học bị nhiễm bẩn được sử dụng bằng các phương tiện khác
Y649	Contaminated medical or biological substance administered by unspecified means	Chất y tế hoặc chất sinh học bị nhiễm bẩn được sử dụng bằng các phương tiện không xác định
Y650	Mismatched blood in transfusion	Truyền máu không phù hợp
Y651	Wrong fluid used in infusion	Sử dụng sai dịch truyền
Y652	Failure in suture or ligature during surgical operation	Lỗi khâu hoặc thắt trong quá trình phẫu thuật
Y653	Endotracheal tube wrongly placed during anesthetic procedure	Ống nội khí quản đặt sai trong quá trình gây mê
Y654	Failure to introduce or to remove other tube or instrument	Không đưa vào hoặc tháo ống hoặc dụng cụ khác
Y658	Other specified misadventures during surgical and medical care	Những sự cố cụ thể khác trong quá trình chăm sóc y tế và phẫu thuật
Y700	Diagnostic and monitoring anesthesiology devices associated with adverse incidents	Thiết bị gây mê chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y701	Therapeutic (nonsurgical) and rehabilitative anesthesiology devices associated with adverse incidents	Thiết bị gây mê điều trị (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
Y702	Prosthetic and other implants, materials and accessory anesthesiology devices associated with adverse incidents	Thiết bị gây mê giả và các thiết bị cấy ghép khác, vật liệu và phụ kiện liên quan đến các sự cố bất lợi
Y703	Surgical instruments, materials and anesthesiology devices (including sutures) associated with adverse incidents	Dụng cụ phẫu thuật, vật liệu và thiết bị gây mê (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y708	Miscellaneous anesthesiology devices associated with adverse incidents, not elsewhere classified	Các thiết bị gây mê khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y710	Diagnostic and monitoring cardiovascular devices associated with adverse incidents	Thiết bị tim mạch chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y711	Therapeutic (nonsurgical) and rehabilitative cardiovascular devices associated with adverse incidents	Thiết bị tim mạch điều trị (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
Y712	Prosthetic and other implants, materials and accessory cardiovascular devices associated with adverse incidents	Thiết bị tim mạch giả và các thiết bị cấy ghép khác, vật liệu và phụ kiện liên quan đến các sự cố bất lợi
Y713	Surgical instruments, materials and cardiovascular devices (including sutures) associated with adverse incidents	Dụng cụ phẫu thuật, vật liệu và thiết bị tim mạch (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y718	Miscellaneous cardiovascular devices associated with adverse incidents, not elsewhere classified	Các thiết bị tim mạch khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y720	Diagnostic and monitoring otorhinolaryngological devices associated with adverse incidents	Thiết bị chẩn đoán và theo dõi tai mũi họng liên quan đến các sự cố bất lợi
Y721	Therapeutic (nonsurgical) and rehabilitative otorhinolaryngological devices associated with adverse incidents	Thiết bị điều trị (không phẫu thuật) và phục hồi chức năng tai mũi họng liên quan đến các sự cố bất lợi
Y722	Prosthetic and other implants, materials and accessory otorhinolaryngological devices associated with adverse incidents	Thiết bị cấy ghép, vật liệu và phụ kiện tai mũi họng khác liên quan đến các sự cố bất lợi
Y723	Surgical instruments, materials and otorhinolaryngological devices (including sutures) associated with adverse incidents	Dụng cụ phẫu thuật, vật liệu và thiết bị tai mũi họng (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y728	Miscellaneous otorhinolaryngological devices associated with adverse incidents, not elsewhere classified	Các thiết bị tai mũi họng khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y730	Diagnostic and monitoring gastroenterology and urology devices associated with adverse incidents	Thiết bị chẩn đoán và theo dõi tiêu hóa và tiết niệu liên quan đến các sự cố bất lợi
Y731	Therapeutic (nonsurgical) and rehabilitative gastroenterology and urology devices associated with adverse incidents	Thiết bị điều trị (không phẫu thuật) và phục hồi chức năng tiêu hóa và tiết niệu liên quan đến các sự cố bất lợi
Y732	Prosthetic and other implants, materials and accessory gastroenterology and urology devices associated with adverse incidents	Cấy ghép giả và các vật liệu khác và các thiết bị phụ trợ tiêu hóa và tiết niệu liên quan đến các sự cố bất lợi
Y733	Surgical instruments, materials and gastroenterology and urology devices (including sutures) associated with adverse incidents	Dụng cụ phẫu thuật, vật liệu và các thiết bị tiêu hóa và tiết niệu (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y738	Miscellaneous gastroenterology and urology devices associated with adverse incidents, not elsewhere classified	Các thiết bị tiêu hóa và tiết niệu khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y740	Diagnostic and monitoring general hospital and personal-use devices associated with adverse incidents	Thiết bị chẩn đoán và theo dõi bệnh viện đa khoa và thiết bị sử dụng cá nhân liên quan đến các sự cố bất lợi
Y741	Therapeutic (nonsurgical) and rehabilitative general hospital and personal-use devices associated with adverse incidents	Thiết bị điều trị (không phẫu thuật) và phục hồi chức năng bệnh viện đa khoa và thiết bị sử dụng cá nhân liên quan đến các sự cố bất lợi
Y742	Prosthetic and other implants, materials and accessory general hospital and personal-use devices associated with adverse incidents	Cấy ghép giả và các vật liệu khác và các thiết bị phụ trợ bệnh viện đa khoa và thiết bị sử dụng cá nhân liên quan đến các sự cố bất lợi
Y743	Surgical instruments, materials and general hospital and personal-use devices (including sutures) associated with adverse incidents	Dụng cụ phẫu thuật, vật liệu và các thiết bị phẫu thuật và thiết bị sử dụng cá nhân (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y748	Miscellaneous general hospital and personal-use devices associated with adverse incidents, not elsewhere classified	Các thiết bị thần kinh đa khoa và thiết bị sử dụng cá nhân liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y750	Diagnostic and monitoring neurological devices associated with adverse incidents	Thiết bị thần kinh chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y751	Therapeutic (nonsurgical) and rehabilitative neurological devices associated with adverse incidents	Thiết bị thần kinh điều trị (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
Y752	Prosthetic and other implants, materials and neurological devices associated with adverse incidents	Thiết bị giả và cấy ghép, vật liệu và thiết bị thần kinh khác liên quan đến các sự cố bất lợi
Y753	Surgical instruments, materials and neurological devices (including sutures) associated with adverse incidents	Dụng cụ phẫu thuật, vật liệu và thiết bị thần kinh (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y758	Miscellaneous neurological devices associated with adverse incidents, not elsewhere classified	Các thiết bị thần kinh khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y760	Diagnostic and monitoring obstetric and gynecological devices associated with adverse incidents	Các thiết bị sản khoa và phụ khoa chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y761	Therapeutic (nonsurgical) and rehabilitative obstetric and gynecological devices associated with adverse incidents	Các thiết bị sản khoa và phụ khoa điều trị (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
Y762	Prosthetic and other implants, materials and accessory obstetric and gynecological devices associated with adverse incidents	Các cấy ghép, vật liệu và thiết bị sản khoa và phụ khoa phụ trợ giả khác liên quan đến các sự cố bất lợi
Y763	Surgical instruments, materials and obstetric and gynecological devices (including sutures) associated with adverse incidents	Dụng cụ phẫu thuật, vật liệu và thiết bị sản khoa và phụ khoa (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y768	Miscellaneous obstetric and gynecological devices associated with adverse incidents, not elsewhere classified	Các thiết bị sản khoa và phụ khoa khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y770	Diagnostic and monitoring ophthalmic devices associated with adverse incidents	Các thiết bị nhãn khoa chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y771	Therapeutic (nonsurgical) and rehabilitative ophthalmic devices associated with adverse incidents	Thiết bị nhãn khoa điều trị (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
