category_key	category_name
V80	Người cưỡi súc vật hay người đi trên xe súc vật kéo bị thương trong tai nạn giao thông
V81	Người đi tàu hoả hay ô tô ray bị thương trong tai nạn giao thông
V82	Người đi trên tàu điện bị thương trong tai nạn giao thông
V83	Người đi trên xe chuyên dụng chủ yếu sử dụng trong khu công nghiệp bị thương do tai nạn giao thông
V84	Người đi trên xe nông nghiệp chuyên dụng bị thương trong tai nạn giao thông
V85	Người đi trên xe xây dựng chuyên dụng bị thương trong tai nạn giao thông
V86	Người đi xe đặc chủng mọi địa hình hay xe cơ giới khác thiết kế nguyên thuỷ cho sử dụng ngoài quốc lộ bị thương trong tai nạn giao thông
V87	Tai nạn giao thông không rõ phương tiện vận tải của nạn nhân
V88	Tai nạn không giao thông xác định nhưng không biết phương tiện di chuyển của nạn nhân
V89	Tai nạn xe có hay không có động cơ không biết loại xe
V90	Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước
V91	Tai nạn giao thông đường thuỷ gây tổn thương khác
V92	Đuối nước và ngập nước liên quan đến phương tiện giao thông đường thuỷ mà không phải tai nạn do phương tiện đường thuỷ
V93	Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước
V94	Các tai nạn giao thông đường thuỷ không xác định
V95	Tai nạn do phương tiện bay có động cơ gây tổn thương cho người bay trên phương tiện
V96	Tai nạn của phương tiện bay không động cơ làm bị thương người bay trên phương tiện
V97	Các tai nạn do phương tiện bay đặc biệt khác
V98	Các tai nạn giao thông khác
V99	Tai nạn giao thông không xác định
W00	Ngã trên cùng một mặt bằng liên quan băng và tuyết
W01	Ngã trên cùng mặt bằng do trượt ngã, vấp ngã và ngã lộn nhào
W02	Ngã liên quan trượt băng, ski, trượt bánh xe (patanh) hay trên thanh trượt
W03	Ngã khác trên cùng mặt bằng do va chạm với, bị đẩy bởi người khác
W04	Ngã khi đang được người khác bế, vác
W05	Ngã liên quan đến ghế xe đẩy
W06	Ngã liên quan đến giường
W07	Ngã ghế
W08	Ngã liên quan đến đồ đạc khác
W09	Ngã liên quan đến đồ chơi ở sân
W10	Ngã trên và từ bậc thang, bậc thềm
W11	Ngã trên và từ thang
W12	Ngã trên và từ dàn giáo
W13	Ngã từ, ngã ra ngoài hay ngã trong toà nhà hay công trình
W14	Ngã cây
W15	Ngã vách đá
W16	Nhảy lao đầu hay nhảy xuống nước gây chấn thương khác với ngã xuống nước hay ngập nước
W17	Ngã khác từ mặt bằng này đến mặt bằng khác
W18	Ngã khác trên cùng mặt bằng
W19	Ngã không xác định
W20	Bị tác động của các vật ném, tung hay đang rơi
W21	Va phải hay bị đập bởi dụng cụ thể thao
W22	Va phải hay bị đập bởi các vật khác
W23	Bị mắc, nghiền, nghiến, kẹp, ép, hay móc giữa các vật
W24	Tiếp xúc với các dụng cụ nâng và chuyền, không phân loại nơi khác
W25	Tiếp xúc với kính nhọn
W26	Tiếp xúc các vật sắc nhọn khác
W27	Tiếp xúc với dụng cụ thủ công không động cơ
W28	Tiếp xúc với máy xén cỏ
W29	Tiếp xúc với dụng cụ thủ công có động cơ khác và máy nội trợ
W30	Tiếp xúc với máy nông nghiệp
W31	Tiếp xúc với máy khác và không xác định
W32	Thương tích do Đạn súng lục (súng ngắn)
W33	Thương tích do Đạn súng trường, súng trường cỡ nhỏ, súng trường cỡ lớn
W34	Thương tích do Đạn của súng khác và không xác định
W35	Nổ vỡ bình hơi nước
W36	Nổ, vỡ bình ga
W37	Nổ và vỡ lốp, ống dẫn hay vòi có điều hoà áp lực
W38	Nổ và vỡ các dụng cụ khác và không xác định có điều hoà áp lực
W39	Nổ pháo hoa
W40	Nổ vật liệu khác
W41	Bị ảnh hưởng tia áp lực cao
W42	Ảnh hưởng tiếng ồn
W43	Ảnh hưởng độ rung
W44	Dị vật vào trong hay đi qua mắt hay lỗ tự nhiên
W45	Dị vật vào qua da
W46	Tiếp xúc với kim tiêm dưới da
W49	Bị ảnh hưởng của lực cơ học bất động khác và không xác định
W50	Bị người khác đập đánh, đá, vặn, cắn, cào
W51	(Người đi bộ) đụng phải hoặc va phải người khác
W52	Bị đám đông hay đám người chạy toán loạn ép, đẩy hay dẫm lên
W53	Chuột cắn
W54	Bị chó cắn, đả thương
W55	Cắn, đả thương do loài động vật có vú khác
W56	Tiếp xúc với động vật có vú ở dưới nước
W57	Bị côn trùng không có nọc và các loài tiết túc không có nọc độc cắn hay đốt
W58	Bị cá sấu, cá sấu cắn hay đả thương
W59	Bị loài bò sát khác cắn hay kẹp
W60	Tiếp xúc với cây gai, gai, lá nhọn
W64	Bị ảnh hưởng của lực cơ học do động vật sống không xác định
W65	Tai nạn đuối nước và ngập nước khi ở trong bồn tắm
W66	Tai nạn đuối nước và ngập nước sau khi ngã vào bồn tắm
W67	Tai nạn đuối nước và ngập nước khi ở bể bơi
W68	Tai nạn đuối nước và ngập nước sau khi ngã vào bể bơi
W69	Tai nạn đuối nước và ngập nước khi ở trong nước tự nhiên
W70	Tai nạn đuối nước và ngập nước sau khi ngã xuống nước tự nhiên
W73	Tai nạn đuối nước và ngập nước xác định khác
W74	Tai nạn đuối nước và ngập nước không xác định
W75	Tai nạn ngạt thở, nghẹt thở trên giường
W76	Tai nạn treo cổ và bóp cổ
W77	Đe doạ thở do sụt đất, đất rơi và các chất khác
W78	Hít phải chất chứa trong dạ dày
W79	Hít và nuốt thức ăn gây tắc đường hô hấp
W80	Hít và nuốt vật khác gây tắc đường thở
W81	Bị nhốt, mắc bẫy trong môi trường oxy thấp
W83	Các đe doạ thở khác, biết đặc điểm
W84	Đe doạ thở không xác định
W85	Phơi nhiễm dây tải điện
W86	Phơi nhiễm dòng điện xác định khác
W87	Phơi nhiễm dòng điện không xác định
W88	Phơi nhiễm tia xạ ion hoá
W89	Phơi nhiễm ánh sáng nhìn thấy nhân tạo và ánh sáng cực tím
W90	Phơi nhiễm tia xạ ion hoá khác
W91	Phơi nhiễm tia xạ không xác định
W92	Phơi nhiễm nhiệt độ cao quá mức do con người tạo ra
W93	Phơi nhiễm nhiệt lạnh quá mức do con người tạo ra
W94	Phơi nhiễm không khí cao áp, hạ áp và thay đổi áp lực
W99	Phơi nhiễm với các yếu tố môi trường do con người tạo ra khác và không xác định
X00	Phơi nhiễm đám cháy không kiểm soát được ở toà toà nhà hay công trình
X01	Phơi nhiễm đám cháy không kiểm soát được không phải từ toà nhà hay công trình
X02	Phơi nhiễm đám cháy toà nhà hay công trình kiểm soát được
X03	Phơi nhiễm lửa đám cháy kiểm soát được nhưng không phải ở trong nhà hay công trình
X04	Phơi nhiễm của vật rất dễ cháy
X05	Phơi nhiễm quần áo ngủ cháy hay nóng chảy
X06	Phơi nhiễm áo quần hay dụng cụ bốc cháy hay nóng chảy
X08	Phơi nhiễm khói, đám cháy và ngọn lửa xác định khác
X09	Phơi nhiễm khói, đám cháy và ngọn lửa không xác định
X10	Tiếp xúc với đồ uống, thức ăn, mỡ và dầu ăn nóng
X11	Tiếp xúc với nước máy nóng
X12	Tiếp xúc với chất lỏng nóng khác
X13	Tiếp xúc với hơi nước sôi và hơi nước nóng
X14	Tiếp xúc với không khí nóng, chất hơi nóng
X15	Tiếp xúc với vật dụng trong nhà nóng
X16	Tiếp xúc với dụng cụ làm nóng, lò sưởi, ống dẫn
X17	Tiếp xúc với máy, dụng cụ nóng
X18	Tiếp xúc với kim loại nóng khác
X19	Tiếp xúc với các vật làm nóng và chất nóng khác và không xác định
X20	Tiếp xúc với rắn độc và thằn lằn độc
X21	Tiếp xúc với nhện độc
X22	Tiếp xúc với bọ cạp
X23	Tiếp xúc với các loại ong
X24	Tiếp xúc với các loại rết
X25	Tiếp xúc với loại tiết túc có nọc độc, xác định
X26	Tiếp xúc với xúc vật và cây độc dưới nước
X27	Tiếp xúc với xúc vật có nọc độc khác, xác định
X28	Tiếp xúc với các cây độc khác xác định
X29	Tiếp xúc với xúc vật hay cây độc không xác định
X30	Phơi nhiễm nhiệt thiên nhiên quá mức
X31	Phơi nhiễm lạnh thiên nhiên quá mức
X32	Phơi nhiễm nắng
X33	Nạn nhân của chớp
X34	Nạn nhân động đất
X35	Nạn nhân núi lửa phun
X36	Nạn nhân tuyết lở, đất trượt, hoặc các chuyển động khác của đất
X37	Nạn nhân của bão lớn
X38	Nạn nhân của lụt
X39	Phơi nhiễm các lực thiên nhiên khác và không xác định
X40	Vô tình ngộ độc và vô tình phơi nhiễm với thuốc giảm đau không có thuốc phiện, hạ nhiệt và chống thấp khớp
X41	Vô tình ngộ độc và vô tình phơi nhiễm thuốc chống động kinh, an thần- gây ngủ, chống parkinson, tâm thần, không phân loại nơi khác
X42	Vô tình ngộ độc và vô tình phơi nhiễm thuốc gây nghiện và thuốc hướng tâm thần [thuốc gây ảo giác], không phân loại nơi khác
X43	Vô tình ngộ độc và vô tình phơi nhiễm thuốc khác tác động lên hệ thống thần kinh tự chủ
X44	Vô tình ngộ độc và vô tình phơi nhiễm với thuốc, dược phẩm và chất sinh học không xác định
X45	Vô tình ngộ độc và vô tình phơi nhiễm rượu
X46	Vô tình ngộ độc và vô tình phơi nhiễm dung môi hữu cơ và hydrat carbon halogen và các hơi của chúng
X47	Vô tình ngộ độc và vô tình phơi nhiễm các khí ga và hơi khác
X48	Vô tình ngộ độc và vô tình phơi nhiễm với thuốc trừ sâu
X49	Vô tình ngộ độc và vô tình phơi nhiễm các chất hoá học và chất có hại khác và không xác định
X50	Cố gắng quá mức, và những động tác nặng nhọc hoặc lặp đi lặp lại
X51	Tổn thương do đi lại và vận động
X52	Tổn thương do ở lâu trong môi trường không trọng lượng
X53	Tổn thương do đói ăn
X54	Tổn thương do thiếu nước
X57	Thiếu thốn không xác định
X58	Phơi nhiễm các yếu tố khác có biết đặc điểm
X59	Phơi nhiễm các yếu tố không xác định
X60	Cố tình tự đầu độc bằng và phơi nhiễm chất giảm đau hạ sốt và chống thấp khớp không có thuốc phiện
X61	Cố tình tự đầu độc bằng và phơi nhiễm thuốc chống động kinh, an thần- gây ngủ, chống parkinson và thuốc tâm thần, không phân loại nơi khác
X62	Cố tình tự đầu độc bằng và phơi nhiễm thuốc gây nghiện và thuốc hướng tâm thần [thuốc gây ảo giác], không phân loại nơi khác
X63	Cố tình tự đầu độc bằng và phơi nhiễm các thuốc khác tác dụng lên hệ thống thần kinh tự chủ
X64	Cố tình tự đầu độc bằng và phơi nhiễm với thuốc, dược phẩm và chất sinh học khác và không xác định
X65	Cố tình tự đầu độc bằng và phơi nhiễm với cồn
X66	Cố tình tự đầu độc bằng và phơi nhiễm dung môi hữu cơ, hydrocacbon halogen và hơi của chúng
X67	Cố tình tự đầu độc bằng và phơi nhiễm các khí ga và hơi khác
X68	Cố tình tự đầu độc bằng và phơi nhiễm thuốc trừ sâu
X69	Cố tình tự đầu độc bằng và phơi nhiễm các hoá chất và chất có hại khác không rõ đặc điểm
X70	Cố tình tự hại bằng treo cổ, bóp cổ và gây ngạt thở
X71	Cố tình tự hại bằng nhảy xuống nước, trầm mình dưới nước
X72	Cố tình tự hại bằng đạn súng lục (súng ngắn)
X73	Cố tình tự hại bằng đạn súng trường, súng trường cỡ nhỏ, súng trường cỡ lớn
X74	Cố tình tự hại bằng đạn súng khác và không xác định
X75	Cố tình tự hại bằng chất nổ
X76	Cố tình tự hại bằng khói, đám cháy và ngọn lửa
X77	Cố tình tự hại bằng hơi nước, hơi nóng và vật nóng
X78	Cố tình tự hại bằng vật nhọn
X79	Cố tình tự hại bằng vật tầy
X80	Cố tình tự hại bằng nhảy từ trên cao xuống
X81	Cố tình tự hại bằng nhảy hay nằm ra trước vật đang chuyển động
X82	Cố tình tự hại bằng đâm xe động cơ
X83	Cố tình tự hại bằng các phương tiện khác có biết đặc điểm
X84	Cố tình tự hại bằng các phương tiện không rõ đặc điểm
X85	Tấn công bằng thuốc, dược chất và chất sinh học
X86	Tấn công bằng chất ăn da
X87	Tấn công bằng chất diệt côn trùng
X88	Tấn công bằng khí ga và hơi
X89	Tấn công bằng hoá chất hay chất có hại xác định khác
X90	Tấn công bằng hoá chất hay chất có hại không xác định
X91	Tấn công bằng treo cổ, bóp cổ và gây ngạt thở
X92	Tấn công bằng dìm xuống nước, làm ngập nước
X93	Tấn công bởi đạn súng lục (súng ngắn)
X94	Tấn công bởi đạn súng trường, súng trường cỡ nhỏ và súng trường cỡ lớn
X95	Tấn công bởi đạn súng khác và không xác định
X96	Tấn công bằng chất nổ
X97	Tấn công bằng khói, đám cháy và ngọn lửa
X98	Tấn công bằng hơi nước, hơi nước nóng và vật nóng
X99	Tấn công bằng vật nhọn, sắc
Y00	Tấn công bằng vật tù
Y01	Tấn công bằng đẩy từ chỗ cao
Y02	Tấn công bằng đẩy hay đặt nạn nhân trước vật đang chuyển động
Y03	Tấn công bằng đâm xe cơ giới
Y04	Tấn công bằng sức cơ thể
Y05	Tấn công tình dục bằng sức người
Y06	Bỏ bê hay bỏ rơi
Y07	Các hội chứng hành hạ khác
Y08	Tấn công bằng phương tiện khác, biết đặc điểm
Y09	Tấn công bằng phương tiện khác và không xác định
Y10	Ngộ độc và phơi nhiễm thuốc giảm đau không có thuốc phiện, thuốc hạ sốt và thuốc chống thấp không rõ ý đồ
Y11	Ngộ độc và phơi nhiễm thuốc chống động kinh, an thần- gây ngủ, chống parkinson và hướng thần, không phân loại nơi khác và ý đồ không xác định
Y12	Ngộ độc và phơi nhiễm thuốc gây nghiện và thuốc hướng tâm thần [thuốc gây ảo giác], không phân loại nơi khác và ý đồ không xác định
Y13	Ngộ độc và phơi nhiễm các thuốc khác tác dụng trên hệ thần kinh tự chủ không rõ ý đồ
Y14	Ngộ độc và phơi nhiễm với thuốc, dược phẩm và chất sinh học khác và không xác định, không rõ ý đồ
Y15	Ngộ độc và phơi nhiễm rượu, không rõ ý đồ
Y16	Ngộ độc và phơi nhiễm chất dung môi hữu cơ và hologenat carbon và các chất hơi của chúng, không rõ ý đồ
Y17	Ngộ độc và phơi nhiễm carbon monoxide và các khí và hơi khác, không rõ ý đồ
Y18	Ngộ độc và phơi nhiễm chất diệt côn trùng, không rõ ý đồ
Y19	Ngộ độc và phơi nhiễm với hoá chất và chất có hại khác và không xác định, không rõ ý đồ
Y20	Treo cổ, bóp cổ và gây ngạt thở, không rõ ý đồ
Y21	Tai nạn đuối nước và ngập nước, không xác định được ý đồ
Y22	Biến cố do Đạn súng cầm tay, không rõ ý đồ
Y23	Biến cố do Đạn súng trường, súng trường cỡ nhỏ và súng trường cỡ lớn, không rõ ý đồ
Y24	Biến cố do Đạn súng khác và không xác định, không rõ ý đồ
Y25	Tiếp xúc chất nổ, không rõ ý đồ
Y26	Phơi nhiễm khói, đám cháy và ngọn lửa, không rõ ý đồ
Y27	Phơi nhiễm hơi nước, hơi nước nóng và vật nóng, không xác định được ý đồ
Y28	Tiếp xúc vật nhọn, sắc, không rõ ý đồ
Y29	Tiếp xúc vật tù, không rõ ý đồ
Y30	Ngã, nhảy hay bị đẩy từ một chỗ cao, không rõ ý đồ
Y31	Ngã, nằm hay chạy trước hay chạy vào vật đang chuyển động, không rõ ý đồ
Y32	Bị mô tô cán không rõ ý đồ
Y33	Các biến cố khác xác định, không rõ ý đồ
Y34	Biến cố không xác định, không rõ ý đồ
Y35	Can thiệp pháp lý
Y36	Hoạt động chiến tranh
Y40	Kháng sinh toàn thân (gây tác dụng không mong muốn [ADR])
Y41	Các loại thuốc kháng khuẩn và kháng ký sinh trùng, đường toàn thân (gây tác dụng không mong muốn [ADR])
Y42	Nội tiết tố và các chế phẩm tổng hợp của nó và thuốc đối kháng, không phân loại nơi khác (gây tác dụng không mong muốn [ADR])
Y43	Chất tác dụng toàn thân trước tiên (gây tác dụng không mong muốn [ADR])
Y44	Chất tác dụng chủ yếu lên các thành phần của máu (gây tác dụng không mong muốn [ADR])
Y45	Thuốc giảm đau, hạ sốt và chống viêm (gây tác dụng không mong muốn [ADR])
Y46	Thuốc chống động kinh và Parkinson (gây tác dụng không mong muốn [ADR])
Y47	Thuốc an thần, gây ngủ và chống lo lắng (gây tác dụng không mong muốn [ADR])
Y48	Khí gây mê và điều trị (gây tác dụng không mong muốn [ADR])
Y49	Thuốc hướng thần, không phân loại nơi khác (gây tác dụng không mong muốn [ADR])
Y50	Kích thích hệ thần kinh trung ương, không phân loại nơi khác
Y51	Thuốc tác dụng chủ yếu trên hệ thần kinh tự chủ
Y52	Thuốc tác dụng chủ yếu lên hệ tim mạch
Y53	Thuốc tác dụng chủ yếu đến hệ tiêu hoá
Y54	Các tác nhân tác động chủ yếu đến cân bằng nước, chuyển hoá chất khoáng và acid uric.
Y55	Chất tác dụng trước lên cơ trơn, cơ vân và hệ hô hấp
Y56	Tác dụng tại chỗ, trước hết lên da và niêm mạc và thuốc mắt, tai mũi họng răng
Y57	Thuốc và dược chất khác không đặc hiệu
Y58	Biến chứng do Vắc xin vi khuẩn
Y59	Biến chứng do Vắc xin và sinh chất khác và không xác định
Y60	Vô tình cắt, chọc, làm thủng, chảy máu trong phẫu thuật và điều trị nội khoa khác
Y61	Dị vật vô tình để quên trong cơ thể trong khi phẫu thuật và điều trị nội khoa
Y62	Không đảm bảo vô trùng trong phẫu thuật và điều trị nội khoa
Y63	Không đảm bảo liều lượng trong phẫu thuật và điều trị nội khoa
Y64	Vật tư y tế hoặc sinh phẩm ô nhiễm
Y65	Các rủi ro khác trong phẫu thuật và điều trị nội khoa
Y66	Không thực hiện phẫu thuật và điều trị nội khoa
Y69	Các rủi ro không xác định trong phẫu thuật và điều trị nội khoa
Y70	Dụng cụ gây mê liên quan đến tai biến
Y71	Dụng cụ tim mạch liên quan đến tai biến
Y72	Dụng cụ tai mũi họng liên quan đến tai biến
Y73	Dụng cụ tiêu hoá, tiết niệu liên quan đến tai biến
Y74	Dụng cụ đa khoa và phương tiện cá nhân liên quan đến tai biến
Y75	Dụng cụ thần kinh liên quan đến tai biến
Y76	Dụng cụ sản phụ khoa liên quan đến tai biến
Y77	Dụng cụ nhãn khoa liên quan đến tai biến
Y78	Dụng cụ điện quang liên quan đến tai biến
Y79	Dụng cụ chỉnh hình liên quan đến tai biến
Y80	Dụng cụ y tế vật lý liên quan đến tai biến
Y81	Dụng cụ phẫu thuật chung và tạo hình liên quan đến tai biến
Y82	Dụng cụ y tế khác và không xác định liên quan đến tai biến
Y83	Phẫu thuật và các thủ thuật ngoại khoa khác là nguyên nhân của phản ứng bất thường của bệnh nhân hay biến chứng sau này, mà không được nêu ra là rủi ro tại thời điểm thực hiện
Y84	Các thủ thuật nội khoa khác là nguyên nhân của phản ứng bất thường ở người bệnh hay biến chứng muộn, mà không đề cập đến rủi ro trong lúc tiến hành phẫu thuật, thủ thuật
Y85	Di chứng của tai nạn giao thông
Y86	Di chứng của các tai nạn khác
Y87	Di chứng của cố tình tự hại, tấn công hay biến cố không xác định
Y88	Di chứng của phẫu thuật và điều trị nội khoa như là nguyên nhân ngoại sinh
Y89	Di chứng của các nguyên nhân ngoại sinh khác
Y90	Bằng chứng liên quan đến rượu bia (đồ uống có cồn) xác định bằng nồng độ cồn trong máu
Y91	Bằng chứng liên quan đến rượu bia (đồ uống có cồn) xác định bằng mức độ say rượu
Y95	Tình trạng mắc phải trong bệnh viện
Y96	Tình trạng liên quan đến lao động
Y97	Tình trạng liên quan đến môi trường- dân số
Y98	Tình trạng liên quan đến lối sống
Z00	Khám tổng quát và kiểm tra sức khoẻ cho những người không có bệnh được chẩn đoán trước đó hoặc không có than phiền về sức khoẻ
Z01	Khám chuyên khoa và kiểm tra sức khoẻ khác cho những người không có bệnh được chẩn đoán trước đó hoặc không có than phiền về sức khoẻ
Z02	Khám vì lý do hành chính
Z03	Theo dõi và đánh giá nghi ngờ một số bệnh, nhưng đã loại trừ
Z04	Khám và theo dõi vì những lý do khác
Z08	Khám theo dõi sau điều trị u ác tính
Z09	Khám theo dõi sau điều trị các bệnh khác không phải u ác tính
Z10	Kiểm tra sức khoẻ tổng quát thường quy cho nhóm đối tượng xác định
Z11	Khám sàng lọc chuyên khoa các bệnh nhiễm khuẩn và ký sinh trùng
Z12	Khám sàng lọc chuyên khoa các khối u
Z13	Khám sàng lọc chuyên khoa các bệnh và các rối loạn khác
Z20	Tiếp xúc và phơi nhiễm với các bệnh lây truyền
Z21	Trạng thái nhiễm vi rút suy giảm miễn dịch (HIV) không triệu chứng
Z22	Mang mầm bệnh truyền nhiễm
Z23	Tiêm phòng các bệnh nhiễm khuẩn đơn độc
Z24	Tiêm phòng một số bệnh vi rút đơn độc
Z25	Tiêm phòng các bệnh vi rút đơn độc khác
Z26	Tiêm phòng các bệnh nhiễm trùng đơn độc khác
Z27	Tiêm phòng các bệnh nhiễm trùng phối hợp
Z28	Chưa tiêm phòng
Z29	Cần có các biện pháp phòng bệnh khác
Z30	Tránh thai
Z31	Quản lý sinh sản
Z32	Khám thai và xét nghiệm xác định có thai
Z33	Tình cờ phát hiện có thai
Z34	Theo dõi thai bình thường
Z35	Theo dõi thai phụ có nguy cơ cao
Z36	Khám sàng lọc trước sinh
Z37	Kết quả cuộc đẻ
Z38	Trẻ sinh ra sống theo nơi sinh
Z39	Chăm sóc và thăm khám sau đẻ
Z40	Phẫu thuật dự phòng
Z41	Thực hiện các phẫu thuật, thủ thuật vì những mục đích khác không phải phục hồi sức khoẻ
Z42	Chăm sóc theo dõi liên quan phẫu thuật tạo hình
Z43	Chăm sóc lỗ mở nhân tạo
Z44	Lắp và điều chỉnh các dụng cụ chỉnh hình gắn ngoài
Z45	Điều chỉnh và quản lý dụng cụ cấy ghép
Z46	Lắp và điều chỉnh các dụng cụ khác
Z47	Chăm sóc sau phẫu thuật chỉnh hình khác
Z48	Chăm sóc sau phẫu thuật khác
Z49	Chăm sóc về lọc máu
Z50	Chăm sóc liên quan sử dụng thủ thuật phục hồi chức năng
Z51	Điều trị nội khoa khác
Z52	Người hiến tạng và mô
Z53	Người bệnh đến cơ sở y tế để phẫu thuật, thủ thuật xác định nhưng chưa được thực hiện
Z54	Hồi phục
Z55	Những vấn đề liên quan đến giáo dục và biết chữ
Z56	Những vấn đề liên quan đến việc làm và thất nghiệp
Z57	Nghề nghiệp tiếp xúc với các yếu tố nguy cơ
Z58	Những vấn đề liên quan đến môi trường vật lý
Z59	Những vấn đề liên quan đến nhà ở và hoàn cảnh kinh tế
Z60	Vấn đề liên quan đến môi trường xã hội
Z61	Những vấn đề liên quan đến sự kiện tiêu cực của đời sống thơ ấu
Z62	Những vấn đề khác liên quan đến nuôi dạy
Z63	Những vấn đề khác liên quan đến nhóm trợ giúp ban đầu, bao gồm cả những hoàn cảnh gia đình
Z64	Các vấn đề liên quan đến một số hoàn cảnh tâm lý xã hội nhất định
Z65	Vấn đề liên quan đến hoàn cảnh tâm lý xã hội khác
Z70	Tư vấn liên quan đến thái độ, hành vi và khuynh hướng tình dục
Z71	Những người đến cơ sở y tế để tư vấn khám, chữa bệnh và tư vấn khác, không phân loại nơi khác
Z72	Các vấn đề liên quan đến lối sống
Z73	Các vấn đề liên quan đến khó khăn về quản trị cuộc sống
Z74	Các vấn đề liên quan đến việc phụ thuộc vào người chăm sóc
Z75	Những vấn đề liên quan đến phương tiện y học và chăm sóc sức khoẻ khác
Z76	Những người đến cơ quan y tế trong những hoàn cảnh khác
Z80	Tiền sử gia đình có u ác tính
Z81	Tiền sử gia đình có rối loạn tâm thần và hành vi
Z82	Tiền sử gia đình có khuyết tật và bệnh mạn tính dẫn đến tàn tật
Z83	Tiền sử gia đình có các rối loạn đặc biệt khác
Z84	Tiền sử gia đình có các bệnh khác
Z85	Tiền sử bản thân có u ác tính
Z86	Tiền sử bản thân có một số bệnh khác
Z87	Tiền sử bản thân có các bệnh và trạng thái bệnh khác
Z88	Tiền sử bản thân có có các dị ứng với thuốc, dược phẩm và chất sinh học
Z89	Mất chi mắc phải
Z90	Mất cơ quan mắc phải, không phân loại nơi khác
Z91	Tiền sử bản thân có yếu tố nguy cơ, không phân loại nơi khác
Z92	Tiền sử bản thân liên quan đến điều trị
Z93	Tình trạng có lỗ mở nhân tạo
Z94	Tình trạng có mô và tạng ghép
Z95	Còn các thiết bị implant và vật ghép tim và mạch máu
Z96	Còn dụng cụ cấy ghép chức năng khác
Z97	Còn các dụng cụ khác
Z98	Các tình trạng sau phẫu thuật khác
Z99	Tình trạng phụ thuộc vào các thiết bị và dụng cụ, không phân loại nơi khác
U04	Hội chứng suy hô hấp cấp tính nặng [SARS]
U07	Tình huống khẩn cấp U07
U08	Tiền sử bản thân mắc COVID- 19
U09	Tình trạng bệnh lý sau điều trị COVID- 19
U10	Hội chứng viêm đa cơ quan liên quan đến COVID- 19
U11	Tiêm phòng COVID- 19
U12	Vắc xin COVID- 19 gây tác dụng phụ [ADR] trong điều trị
U82	Kháng kháng sinh họ betalactam
U83	Kháng các kháng sinh khác
U84	Kháng các thuốc kháng sinh khác
U85	Kháng các thuốc kháng ung thư
